id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
202,NCWorks Career Center — Gates County,employment,Gatesville / Gates County,"NCWorks Career Center serving Gates County connects job seekers—including justice-involved adults after NCDAC release or Gates County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Gates conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Gates—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Gatesville,877-622-6743,,https://www.ncworks.gov,Open to Gates County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Gates incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact GatesCounty@ncworks.gov or call 877-622-6743 for Gates County career center location and hours.,Regístrese en ncworks.gov; contacte GatesCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Gates.,Monday–Friday business hours; call for local center hours,gates|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Gates,Gates,single
203,NCWorks Career Center — Graham County,employment,Robbinsville / Graham County,"NCWorks Career Center serving Graham County connects job seekers—including justice-involved adults after NCDAC release or Graham County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Graham conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Graham—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Robbinsville,877-622-6743,,https://www.ncworks.gov,Open to Graham County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Graham incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact GrahamCounty@ncworks.gov or call 877-622-6743 for Graham County career center location and hours.,Regístrese en ncworks.gov; contacte GrahamCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Graham.,Monday–Friday business hours; call for local center hours,graham|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Graham,Graham,single
204,NCWorks Career Center — Halifax County,employment,Halifax / Halifax County,"NCWorks Career Center serving Halifax County connects job seekers—including justice-involved adults after NCDAC release or Halifax County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Halifax conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Halifax—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Halifax,877-622-6743,,https://www.ncworks.gov,Open to Halifax County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Halifax incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact HalifaxCounty@ncworks.gov or call 877-622-6743 for Halifax County career center location and hours.,Regístrese en ncworks.gov; contacte HalifaxCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Halifax.,Monday–Friday business hours; call for local center hours,halifax|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Halifax,Halifax,single
205,NCWorks Career Center — Hertford County,employment,Winton / Hertford County,"NCWorks Career Center serving Hertford County connects job seekers—including justice-involved adults after NCDAC release or Hertford County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Hertford conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Hertford—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Winton,877-622-6743,,https://www.ncworks.gov,Open to Hertford County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Hertford incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact HertfordCounty@ncworks.gov or call 877-622-6743 for Hertford County career center location and hours.,Regístrese en ncworks.gov; contacte HertfordCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Hertford.,Monday–Friday business hours; call for local center hours,hertford|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Hertford,Hertford,single
206,NCWorks Career Center — Hyde County,employment,Engelhard / Hyde County,"NCWorks Career Center serving Hyde County connects job seekers—including justice-involved adults after NCDAC release or Hyde County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Hyde conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Hyde—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Engelhard,877-622-6743,,https://www.ncworks.gov,Open to Hyde County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Hyde incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact HydeCounty@ncworks.gov or call 877-622-6743 for Hyde County career center location and hours.,Regístrese en ncworks.gov; contacte HydeCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Hyde.,Monday–Friday business hours; call for local center hours,hyde|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Hyde,Hyde,single
207,NCWorks Career Center — Montgomery County,employment,Troy / Montgomery County,"NCWorks Career Center serving Montgomery County connects job seekers—including justice-involved adults after NCDAC release or Montgomery County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Montgomery conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Montgomery—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Troy,877-622-6743,,https://www.ncworks.gov,Open to Montgomery County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Montgomery incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact MontgomeryCounty@ncworks.gov or call 877-622-6743 for Montgomery County career center location and hours.,Regístrese en ncworks.gov; contacte MontgomeryCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Montgomery.,Monday–Friday business hours; call for local center hours,montgomery|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Montgomery,Montgomery,single
208,NCWorks Career Center — Moore County,employment,Carthage / Moore County,"NCWorks Career Center serving Moore County connects job seekers—including justice-involved adults after NCDAC release or Moore County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Moore conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Moore—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Carthage,877-622-6743,,https://www.ncworks.gov,Open to Moore County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Moore incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact MooreCounty@ncworks.gov or call 877-622-6743 for Moore County career center location and hours.,Regístrese en ncworks.gov; contacte MooreCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Moore.,Monday–Friday business hours; call for local center hours,moore|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Moore,Moore,single
209,NCWorks Career Center — Northampton County,employment,Jackson / Northampton County,"NCWorks Career Center serving Northampton County connects job seekers—including justice-involved adults after NCDAC release or Northampton County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Northampton conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Northampton—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Jackson,877-622-6743,,https://www.ncworks.gov,Open to Northampton County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Northampton incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact NorthamptonCounty@ncworks.gov or call 877-622-6743 for Northampton County career center location and hours.,Regístrese en ncworks.gov; contacte NorthamptonCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Northampton.,Monday–Friday business hours; call for local center hours,northampton|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Northampton,Northampton,single
210,NCWorks Career Center — Pasquotank County,employment,Elizabeth City / Pasquotank County,"NCWorks Career Center serving Pasquotank County connects job seekers—including justice-involved adults after NCDAC release or Pasquotank County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Pasquotank conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Pasquotank—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Elizabeth City,877-622-6743,,https://www.ncworks.gov,Open to Pasquotank County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Pasquotank incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact PasquotankCounty@ncworks.gov or call 877-622-6743 for Pasquotank County career center location and hours.,Regístrese en ncworks.gov; contacte PasquotankCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Pasquotank.,Monday–Friday business hours; call for local center hours,pasquotank|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Pasquotank,Pasquotank,single
211,NCWorks Career Center — Perquimans County,employment,Hertford / Perquimans County,"NCWorks Career Center serving Perquimans County connects job seekers—including justice-involved adults after NCDAC release or Perquimans County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Perquimans conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Perquimans—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Hertford,877-622-6743,,https://www.ncworks.gov,Open to Perquimans County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Perquimans incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact PerquimansCounty@ncworks.gov or call 877-622-6743 for Perquimans County career center location and hours.,Regístrese en ncworks.gov; contacte PerquimansCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Perquimans.,Monday–Friday business hours; call for local center hours,perquimans|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Perquimans,Perquimans,single
212,NCWorks Career Center — Person County,employment,Roxboro / Person County,"NCWorks Career Center serving Person County connects job seekers—including justice-involved adults after NCDAC release or Person County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Person conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Person—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Roxboro,877-622-6743,,https://www.ncworks.gov,Open to Person County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Person incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact PersonCounty@ncworks.gov or call 877-622-6743 for Person County career center location and hours.,Regístrese en ncworks.gov; contacte PersonCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Person.,Monday–Friday business hours; call for local center hours,person|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Person,Person,single
213,NCWorks Career Center — Richmond County,employment,Rockingham / Richmond County,"NCWorks Career Center serving Richmond County connects job seekers—including justice-involved adults after NCDAC release or Richmond County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Richmond conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Richmond—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Rockingham,877-622-6743,,https://www.ncworks.gov,Open to Richmond County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Richmond incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact RichmondCounty@ncworks.gov or call 877-622-6743 for Richmond County career center location and hours.,Regístrese en ncworks.gov; contacte RichmondCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Richmond.,Monday–Friday business hours; call for local center hours,richmond|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Richmond,Richmond,single
214,NCWorks Career Center — Tyrrell County,employment,Columbia / Tyrrell County,"NCWorks Career Center serving Tyrrell County connects job seekers—including justice-involved adults after NCDAC release or Tyrrell County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Tyrrell conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Tyrrell—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Columbia,877-622-6743,,https://www.ncworks.gov,Open to Tyrrell County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Tyrrell incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact TyrrellCounty@ncworks.gov or call 877-622-6743 for Tyrrell County career center location and hours.,Regístrese en ncworks.gov; contacte TyrrellCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Tyrrell.,Monday–Friday business hours; call for local center hours,tyrrell|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Tyrrell,Tyrrell,single
215,NCWorks Career Center — Washington County,employment,Plymouth / Washington County,"NCWorks Career Center serving Washington County connects job seekers—including justice-involved adults after NCDAC release or Washington County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Washington conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Washington—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Plymouth,877-622-6743,,https://www.ncworks.gov,Open to Washington County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Washington incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact WashingtonCounty@ncworks.gov or call 877-622-6743 for Washington County career center location and hours.,Regístrese en ncworks.gov; contacte WashingtonCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Washington.,Monday–Friday business hours; call for local center hours,washington|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Washington,Washington,single
216,NCWorks Career Center — Watauga County,employment,Boone / Watauga County,"NCWorks Career Center serving Watauga County connects job seekers—including justice-involved adults after NCDAC release or Watauga County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Watauga conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Watauga—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Boone,877-622-6743,,https://www.ncworks.gov,Open to Watauga County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Watauga incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact WataugaCounty@ncworks.gov or call 877-622-6743 for Watauga County career center location and hours.,Regístrese en ncworks.gov; contacte WataugaCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Watauga.,Monday–Friday business hours; call for local center hours,watauga|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Watauga,Watauga,single
217,NCWorks Career Center — Carteret County,employment,Beaufort / Carteret County,"NCWorks Career Center serving Carteret County connects job seekers—including justice-involved adults after NCDAC release or Carteret County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Carteret conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Carteret—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Beaufort,877-622-6743,,https://www.ncworks.gov,Open to Carteret County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Carteret incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact CarteretCounty@ncworks.gov or call 877-622-6743 for Carteret County career center location and hours.,Regístrese en ncworks.gov; contacte CarteretCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Carteret.,Monday–Friday business hours; call for local center hours,carteret|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Carteret,Carteret,single
218,NCWorks Career Center — Iredell County,employment,Statesville / Iredell County,"NCWorks Career Center serving Iredell County connects job seekers—including justice-involved adults after NCDAC release or Iredell County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Iredell conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Iredell—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Statesville,877-622-6743,,https://www.ncworks.gov,Open to Iredell County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Iredell incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact IredellCounty@ncworks.gov or call 877-622-6743 for Iredell County career center location and hours.,Regístrese en ncworks.gov; contacte IredellCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Iredell.,Monday–Friday business hours; call for local center hours,iredell|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Iredell,Iredell,single
219,NCWorks Career Center — Jones County,employment,Trenton / Jones County,"NCWorks Career Center serving Jones County connects job seekers—including justice-involved adults after NCDAC release or Jones County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Jones conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Jones—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Trenton,877-622-6743,,https://www.ncworks.gov,Open to Jones County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Jones incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact JonesCounty@ncworks.gov or call 877-622-6743 for Jones County career center location and hours.,Regístrese en ncworks.gov; contacte JonesCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Jones.,Monday–Friday business hours; call for local center hours,jones|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Jones,Jones,single
220,NCWorks Career Center — Nash County,employment,Nashville / Nash County,"NCWorks Career Center serving Nash County connects job seekers—including justice-involved adults after NCDAC release or Nash County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Nash conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Nash—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Nashville,877-622-6743,,https://www.ncworks.gov,Open to Nash County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Nash incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact NashCounty@ncworks.gov or call 877-622-6743 for Nash County career center location and hours.,Regístrese en ncworks.gov; contacte NashCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Nash.,Monday–Friday business hours; call for local center hours,nash|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Nash,Nash,single
221,NCWorks Career Center — Rowan County,employment,Salisbury / Rowan County,"NCWorks Career Center serving Rowan County connects job seekers—including justice-involved adults after NCDAC release or Rowan County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Rowan conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Rowan—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Salisbury,877-622-6743,,https://www.ncworks.gov,Open to Rowan County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Rowan incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact RowanCounty@ncworks.gov or call 877-622-6743 for Rowan County career center location and hours.,Regístrese en ncworks.gov; contacte RowanCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Rowan.,Monday–Friday business hours; call for local center hours,rowan|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Rowan,Rowan,single
222,NCWorks Career Center — Stanly County,employment,Albemarle / Stanly County,"NCWorks Career Center serving Stanly County connects job seekers—including justice-involved adults after NCDAC release or Stanly County Jail—to WIOA-funded resume coaching, training referrals, and fair-chance employment navigation through ncworks.gov. Staff link returning citizens to county DSS benefits, local healthcare providers, and regional reentry partners. Free core career services—not emergency cash or housing placement.","NCWorks Career Center que sirve al condado Stanly conecta buscadores de empleo—incluidos adultos con antecedentes penales después de la liberación NCDAC o la cárcel del condado Stanly—con coaching de currículum financiado por WIOA, referencias de capacitación y navegación de empleo de segunda oportunidad a través de ncworks.gov.",Contact via NCWorks for local center address,Albemarle,877-622-6743,,https://www.ncworks.gov,Open to Stanly County job seekers including justice-involved individuals; core NCWorks services are free.,Abierto a buscadores de empleo del condado Stanly incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at ncworks.gov; contact StanlyCounty@ncworks.gov or call 877-622-6743 for Stanly County career center location and hours.,Regístrese en ncworks.gov; contacte StanlyCounty@ncworks.gov o llame al 877-622-6743 para ubicación y horario del centro de carreras del condado Stanly.,Monday–Friday business hours; call for local center hours,stanly|employment|NCWorks|WIOA|reentry|fair-chance,Job search assistance|Resume preparation|WIOA training referrals|Fair-chance employment|Career coaching,Stanly,Stanly,single
223,CaroMont Health (serves Burke County),healthcare,Morganton / Burke County,"CaroMont Health provides primary care, emergency services, and community health access for Burke County residents including uninsured and Medicaid patients such as returning citizens establishing medical care after NCDAC release or county jail. Sliding-fee and Medicaid billing help ensure continuity of care—not a walk-in benefits or probation office.","CaroMont Health ofrece atención primaria, servicios de emergencia y acceso a salud comunitaria para residentes del condado Burke incluidos pacientes sin seguro y Medicaid como ciudadanos que regresan que establecen atención médica después de la liberación.",2201 South Sterling Street,Morganton,828-580-2000,,https://www.caromonthealth.org,Burke County residents; sliding-fee and Medicaid patients welcome including justice-involved adults.,Residentes del condado Burke; pacientes con tarifa móvil y Medicaid bienvenidos incluidos adultos con antecedentes penales.,Call 828-580-2000 for appointments; serves Burke County residents from Morganton.,Llame al 828-580-2000 para citas; sirve a residentes del condado Burke desde Morganton.,24/7 emergency; clinic hours vary,burke|healthcare|hospital|primary-care|reentry,Primary care|Emergency services|Specialty referrals|Medicaid enrollment support|Chronic disease management,Burke,Burke,single
