id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
115,Coastal Empire Community Mental Health Center,healthcare,Beaufort / Lowcountry,"Coastal Empire Community Mental Health Center provides outpatient behavioral health, psychiatric services, and substance use treatment for Beaufort, Jasper, Hampton, and Colleton county residents including justice-involved adults establishing mental health care after release. Medicaid and sliding-fee services coordinate with Lowcountry reentry and housing partners.","Coastal Empire Community Mental Health Center ofrece salud conductual ambulatoria, servicios psiquiátricos y tratamiento de uso de sustancias para residentes de los condados Beaufort, Jasper, Hampton y Colleton incluidos adultos con antecedentes penales.",106 Beaufort Industrial Village,Beaufort,843-524-3393,,https://coastalempirecmhc.org,Lowcountry residents needing behavioral health services; Medicaid accepted; sliding-fee available.,Residentes del Lowcountry que necesiten servicios de salud conductual; se acepta Medicaid; tarifa móvil disponible.,Call 843-524-3393 for intake; crisis services available; pairs with One80 Place and Catholic Charities Lowcountry.,Llame al 843-524-3393 para admisión; servicios de crisis disponibles; se vincula con One80 Place y Catholic Charities Lowcountry.,Monday–Friday clinic hours,beaufort|lowcountry|healthcare|behavioral-health|reentry,Outpatient behavioral health|Psychiatric services|Substance use treatment|Crisis services|Case management,Beaufort,Beaufort|Jasper|Hampton|Colleton,multi
116,Orangeburg-Calhoun-Allendale-Bamberg Community Action Agency,basic-needs,Orangeburg / I-95 Corridor,"OCAB Community Action Agency serves Orangeburg, Calhoun, Allendale, and Bamberg counties with emergency assistance, weatherization, Head Start, and workforce programs for low-income families including justice-involved households in rural I-95 corridor communities rebuilding after incarceration.","OCAB Community Action Agency sirve a los condados Orangeburg, Calhoun, Allendale y Bamberg con asistencia de emergencia, climatización, Head Start y programas de fuerza laboral para familias de bajos ingresos incluidos hogares con antecedentes penales en comunidades rurales del corredor I-95.",1820 Goff Avenue,Orangeburg,803-536-2271,,https://ocabcommunityaction.org,"Low-income residents of Orangeburg, Calhoun, Allendale, and Bamberg counties; income documentation required.","Residentes de bajos ingresos de los condados Orangeburg, Calhoun, Allendale y Bamberg; se requiere documentación de ingresos.",Call 803-536-2271 for emergency assistance; pairs with SC Works Orangeburg and regional FQHC partners.,Llame al 803-536-2271 para asistencia de emergencia; se vincula con SC Works Orangeburg y aliados FQHC regionales.,Monday–Friday business hours,orangeburg|basic-needs|community-action|rural|i-95|reentry,Emergency assistance|Weatherization|Head Start|Workforce programs|Utility assistance,Orangeburg,Orangeburg|Calhoun|Allendale|Bamberg,multi
117,Aiken-Barnwell-Lexington-Richland Community Action Agency,basic-needs,Aiken / CSRA,"ABLRC Community Action Agency provides emergency rent and utility assistance, weatherization, and self-sufficiency programs for low-income residents of Aiken, Barnwell, Edgefield, and surrounding CSRA counties including justice-involved adults reestablishing stability after release from Aiken County Detention Center or SCDC custody.","ABLRC Community Action Agency ofrece asistencia de emergencia para renta y servicios públicos, climatización y programas de autosuficiencia para residentes de bajos ingresos de Aiken, Barnwell, Edgefield y condados CSRA circundantes incluidos adultos con antecedentes penales.",1701 Main Street,Aiken,803-648-3161,,https://ablrc.org,"Low-income residents of Aiken, Barnwell, and Edgefield counties; income documentation required for emergency programs.","Residentes de bajos ingresos de los condados Aiken, Barnwell y Edgefield; se requiere documentación de ingresos para programas de emergencia.",Call 803-648-3161 for intake; pairs with SC Works Aiken and Aiken County DSS.,Llame al 803-648-3161 para admisión; se vincula con SC Works Aiken y DSS del condado Aiken.,Monday–Friday business hours,aiken|basic-needs|community-action|CSRA|reentry,Emergency rent assistance|Utility assistance|Weatherization|Self-sufficiency coaching|Head Start referrals,Aiken,Aiken|Barnwell|Edgefield,multi
118,Coastal Regional Transportation Authority (CRT),transportation,Myrtle Beach / Horry County,"The Coastal Regional Transportation Authority operates The Coast RTA bus routes and paratransit services in Horry and Georgetown counties connecting Grand Strand residents to SC Works Conway, New Directions Myrtle Beach, Helping Hand, and coastal healthcare facilities. Returning citizens without vehicles use Coast RTA to reach employment, treatment, and probation appointments.","Coastal Regional Transportation Authority opera rutas de autobús The Coast RTA y servicios de paratransporte en los condados Horry y Georgetown conectando a residentes del Grand Strand con SC Works Conway, New Directions Myrtle Beach y Helping Hand.",1410 Highway 501 East,Conway,843-488-0865,,https://coastrta.com,Open to all riders in Horry and Georgetown counties; ADA paratransit for eligible riders; reduced fares available.,Abierto a todos los pasajeros en los condados Horry y Georgetown; paratransporte ADA para pasajeros elegibles; tarifas reducidas disponibles.,Schedules at coastrta.com; customer service 843-488-0865; pairs with New Directions and Crossroads Recovery.,Horarios en coastrta.com; servicio al cliente 843-488-0865; se vincula con New Directions y Crossroads Recovery.,Route hours vary,myrtle-beach|horry|transportation|public-transit|grand-strand|reentry,Fixed-route bus service|ADA paratransit|Reduced fares|Grand Strand routes|Rural connector service,Horry,Horry|Georgetown,multi
119,Pee Dee Coalition Against Domestic and Sexual Assault,family-children,Florence / Pee Dee,"Pee Dee Coalition provides crisis intervention, emergency shelter, counseling, and legal advocacy for survivors of domestic violence and sexual assault in Florence, Darlington, Chesterfield, Dillon, and Marion counties. Justice-involved survivors and families affected by trauma during incarceration and reentry can access confidential support and safety planning through the Florence crisis line.","Pee Dee Coalition ofrece intervención en crisis, refugio de emergencia, consejería y defensa legal para sobrevivientes de violencia doméstica y agresión sexual en los condados Florence, Darlington, Chesterfield, Dillon y Marion.",220 South Irby Street,Florence,843-669-4600,,https://peedeecoalition.org,Survivors of domestic violence or sexual assault in the Pee Dee service area; confidential services regardless of criminal record.,Sobrevivientes de violencia doméstica o agresión sexual en el área de servicio Pee Dee; servicios confidenciales sin importar antecedentes penales.,24/7 crisis line 843-669-4600; emergency shelter available; pairs with Hope Haven and Keystone.,Línea de crisis 24/7 843-669-4600; refugio de emergencia disponible; se vincula con Hope Haven y Keystone.,Crisis line 24/7; office Monday–Friday,florence|family-children|crisis|domestic-violence|pee-dee|reentry,Crisis intervention|Emergency shelter|Counseling|Legal advocacy|Safety planning,Florence,Florence|Darlington|Chesterfield|Dillon|Marion,multi
120,Richland County Veterans Affairs Office,veterans,Columbia / Richland County,"The Richland County Veterans Affairs Office provides free VA benefits claims assistance, discharge upgrade guidance, and referrals to veteran treatment courts and SC DVS programs for justice-involved veterans in Richland and Lexington counties. County veterans service officers help returning veteran citizens navigate VA healthcare enrollment and disability compensation.","La Oficina de Asuntos de Veteranos del condado Richland ofrece asistencia gratuita con reclamaciones de beneficios VA, orientación sobre actualización de baja y referencias a tribunales de tratamiento para veteranos para veteranos con antecedentes penales en los condados Richland y Lexington.",2020 Hampton Street,Columbia,803-576-1906,,https://scdva.sc.gov,Veterans and eligible dependents in Richland County; service documentation required for VA claims.,Veteranos y dependientes elegibles en el condado Richland; se requiere documentación de servicio para reclamaciones VA.,Call 803-576-1906 for appointment; free claims assistance; pairs with SC DVS and Transitions SC veteran programs.,Llame al 803-576-1906 para cita; asistencia gratuita con reclamaciones; se vincula con SC DVS y programas para veteranos de Transitions SC.,Monday–Friday business hours,columbia|veterans|VA-benefits|richland|reentry,VA benefits claims assistance|Discharge upgrade guidance|Veteran treatment court referrals|Healthcare enrollment help|Disability compensation navigation,Richland,Richland|Lexington,multi
121,Charleston County Board of Voter Registration & Elections,id-documentation,Charleston / Charleston County,"The Charleston County Board of Voter Registration and Elections assists residents with voter registration, photo ID requirements for voting, and guidance on acceptable identification documents for justice-involved citizens restoring civil rights after felony convictions under South Carolina law. Staff provide registration forms and referrals to SCDMV and South Carolina Legal Services—not DMV licensing services.","La Junta de Registro de Votantes y Elecciones del condado Charleston ayuda a residentes con registro de votantes, requisitos de identificación con foto para votar y orientación sobre documentos de identificación aceptables para ciudadanos con antecedentes penales que restauran derechos civiles según la ley de Carolina del Sur.",4340 Corporate Road,North Charleston,843-744-8683,Vote@CharlestonCounty.org,https://www.charlestoncounty.org/departments/bevr/,Charleston County residents; individuals with felony convictions should verify voting rights restoration requirements at scvotes.gov.,Residentes del condado Charleston; personas con condenas por delitos graves deben verificar requisitos de restauración de derechos de voto en scvotes.gov.,Call 843-744-8683 Monday–Friday 8:30 a.m.–5:00 p.m.; online registration at scvotes.gov; pairs with SCDMV and SCLS for broader ID restoration.,Llame al 843-744-8683 de lunes a viernes 8:30 a.m.–5:00 p.m.; registro en línea en scvotes.gov; se vincula con SCDMV y SCLS.,"Monday–Friday, 8:30 a.m.–5:00 p.m.",charleston|id-documentation|voting-rights|civil-rights|reentry,Voter registration|Photo ID guidance|Rights restoration information|Document requirement counseling|Election office referrals,Charleston,Charleston,single
122,Pathways to Healing — Sexual Trauma Center,peer-support,Columbia / Midlands,"Pathways to Healing provides crisis intervention, counseling, and peer support groups for survivors of sexual trauma in Richland, Lexington, and Sumter counties including justice-involved survivors reintegrating after incarceration. Trauma-informed counselors and trained advocates offer confidential support, court accompaniment, and connections to Midlands housing and legal aid partners.","Pathways to Healing ofrece intervención en crisis, consejería y grupos de apoyo entre pares para sobrevivientes de trauma sexual en los condados Richland, Lexington y Sumter incluidos sobrevivientes con antecedentes penales que se reintegran después de la encarcelación.",1012 Richland Street,Columbia,803-790-8208,,https://pathwaystohealing.org,Survivors of sexual trauma in the Midlands service area; confidential services; criminal record not a barrier.,Sobrevivientes de trauma sexual en el área de servicio de Midlands; servicios confidenciales; los antecedentes penales no son barrera.,24/7 crisis line 803-790-8208; pairs with SCLS Columbia and Transitions SC.,Línea de crisis 24/7 803-790-8208; se vincula con SCLS Columbia y Transitions SC.,Crisis line 24/7; office Monday–Friday,columbia|peer-support|trauma|crisis|midlands|reentry,Crisis intervention|Trauma counseling|Peer support groups|Court accompaniment|Legal aid referrals,Richland,Richland|Lexington|Sumter,multi
123,Sumter County Veterans Affairs Office,veterans,Sumter / Midlands,"The Sumter County Veterans Affairs Office provides free assistance with VA disability claims, healthcare enrollment, and benefits navigation for justice-involved veterans in Sumter, Lee, and Clarendon counties through the South Carolina Department of Veterans' Affairs county network. Staff help returning veterans connect to VA mental health, housing, and employment programs and coordinate with Midlands reentry partners near Shaw Air Force Base. County veterans affairs office—not a VA medical center.","La Oficina de Asuntos de Veteranos del condado Sumter ofrece asistencia gratuita con reclamaciones de discapacidad del VA, inscripción en atención médica y navegación de beneficios para veteranos con antecedentes penales en los condados Sumter, Lee y Clarendon a través de la red del condado del Departamento de Asuntos de Veteranos de Carolina del Sur.",141 North Main Street,Sumter,803-436-2100,,https://scdva.sc.gov,Veterans and eligible dependents in Sumter County; service documentation required for VA claims.,Veteranos y dependientes elegibles en el condado Sumter; se requiere documentación de servicio para reclamaciones VA.,Call 803-436-2100 for appointment; free claims assistance; pairs with Sumter United Ministries and SC Works Sumter.,Llame al 803-436-2100 para cita; asistencia gratuita con reclamaciones; se vincula con Sumter United Ministries y SC Works Sumter.,Monday–Friday business hours,sumter|veterans|VA-benefits|midlands|reentry,VA benefits claims assistance|Healthcare enrollment help|Disability compensation navigation|Veteran employment referrals|DVS county coordination,Sumter,Sumter|Lee|Clarendon,multi
124,Tri-County Family Ministries — Emergency Assistance,basic-needs,Charleston / Tri-County,"Tri-County Family Ministries provides emergency food, clothing, financial assistance, and referral navigation for low-income families in Berkeley, Charleston, and Dorchester counties including justice-involved households rebuilding after incarceration in the Charleston metro area.","Tri-County Family Ministries ofrece alimentos de emergencia, ropa, asistencia financiera y navegación de referencias para familias de bajos ingresos en los condados Berkeley, Charleston y Dorchester incluidos hogares con antecedentes penales.",2199 Cosgrove Avenue,North Charleston,843-747-8146,,https://tricountyfamilyministries.org,Low-income Tri-County residents; proof of income and residency for financial assistance.,Residentes de bajos ingresos del Tri-County; prueba de ingresos y residencia para asistencia financiera.,Call for intake hours; pairs with Lowcountry Food Bank and Turning Leaf.,Llame para horario de admisión; se vincula con Lowcountry Food Bank y Turning Leaf.,Monday–Friday; pantry hours vary,charleston|basic-needs|emergency-assistance|tri-county|reentry,Emergency food|Clothing|Financial assistance|Referral navigation|Family support,Charleston,Berkeley|Charleston|Dorchester,multi
125,Able South Carolina — Disability Employment & Advocacy,employment,Columbia / Statewide,"Able South Carolina is a Centers for Independent Living organization providing disability employment advocacy, benefits counseling, and independent living skills training for South Carolinians with disabilities including justice-involved individuals with qualifying disabilities after release. Staff coordinate with SCVRD and SC Works for workplace accommodations and fair-chance hiring.","Able South Carolina es una organización de Centros para Vida Independiente que ofrece defensa de empleo para personas con discapacidades, consejería de beneficios y capacitación en habilidades de vida independiente para carolinenses con discapacidades incluidas personas con antecedentes penales con discapacidades calificadas.",136 Stonemark Lane,Columbia,803-779-5121,,https://able-sc.org,South Carolinians with disabilities seeking employment advocacy and independent living supports; justice-involved individuals with disabilities welcome.,Carolinenses con discapacidades que busquen defensa de empleo y apoyos de vida independiente; personas con antecedentes penales con discapacidades bienvenidas.,Call 803-779-5121; benefits counseling for SSI/SSDI; pairs with SCVRD and SC Works.,Llame al 803-779-5121; consejería de beneficios para SSI/SSDI; se vincula con SCVRD y SC Works.,Monday–Friday business hours,statewide|employment|disability|advocacy|SCVRD|reentry,Disability employment advocacy|Benefits counseling|Independent living skills|Workplace accommodation guidance|SCVRD coordination,Richland,,statewide
126,Catawba Mental Health — Lancaster County Clinic,healthcare,Lancaster / Catawba Region,"Catawba Community Mental Health Center serves Lancaster, Chester, and York counties with outpatient behavioral health, psychiatric services, and substance use treatment for justice-involved adults under SCDPPPS supervision in the Charlotte metro South Carolina corridor. Medicaid and sliding-fee services support returning citizens stabilizing mental health after release.","Catawba Community Mental Health Center sirve a los condados Lancaster, Chester y York con salud conductual ambulatoria, servicios psiquiátricos y tratamiento de uso de sustancias para adultos con antecedentes penales bajo supervisión SCDPPPS en el corredor metropolitano de Charlotte en Carolina del Sur.",1520 Charlotte Highway,Lancaster,803-286-5937,,https://catawbamh.org,"Residents of Lancaster, Chester, and York counties; Medicaid accepted; sliding-fee available.","Residentes de los condados Lancaster, Chester y York; se acepta Medicaid; tarifa móvil disponible.",Call 803-286-5937 for intake; pairs with Keystone Rock Hill and Catawba Community Action.,Llame al 803-286-5937 para admisión; se vincula con Keystone Rock Hill y Catawba Community Action.,Monday–Friday clinic hours,lancaster|healthcare|behavioral-health|substance-use|reentry,Outpatient behavioral health|Psychiatric services|Substance use treatment|Crisis referrals|Case management,Lancaster,Lancaster|Chester|York,multi
127,Crisis Ministries — Charleston Shelter & Rehousing,housing,Charleston / Tri-County,"Crisis Ministries of Charleston provides emergency shelter, meals, case management, and rapid rehousing for unhoused adults and families in Berkeley, Charleston, and Dorchester counties including returning citizens recently released from Charleston County Detention Center. Staff connect guests to Turning Leaf, One80 Place, SC Works Trident, and Tri-County DSS for benefits and employment. Direct shelter intake—not a statewide referral hotline.","Crisis Ministries de Charleston ofrece refugio de emergencia, comidas, manejo de casos y realojamiento rápido para adultos y familias sin hogar en los condados Berkeley, Charleston y Dorchester, incluidos ciudadanos que regresan recién liberados de la cárcel del condado Charleston. El personal conecta a los huéspedes con Turning Leaf, One80 Place, SC Works Trident y DSS del Tri-County.",573 Meeting Street,Charleston,843-723-9477,,https://crisisministries.org,Unhoused adults and families in the Tri-County area; justice-involved individuals welcome for shelter and rehousing programs.,Adultos y familias sin hogar en el área del Tri-County; personas con antecedentes penales bienvenidas para refugio y programas de realojamiento.,Call 843-723-9477 for shelter intake; coordinated entry with One80 Place; meals and case management on campus.,Llame al 843-723-9477 para admisión al refugio; entrada coordinada con One80 Place; comidas y manejo de casos en el campus.,Shelter 24/7; office Monday–Friday business hours,charleston|housing|emergency-shelter|rehousing|tri-county|reentry,Emergency shelter|Meals|Case management|Rapid rehousing|Employment referrals,Charleston,Berkeley|Charleston|Dorchester,multi
128,Safe Harbor — Greenville Domestic Violence Shelter,housing,Greenville / Upstate,"Safe Harbor provides emergency shelter, transitional housing, and legal advocacy for survivors of domestic violence and their children in Greenville, Anderson, Pickens, and Oconee counties. Justice-involved survivors returning from incarceration can access confidential shelter, counseling, and housing stabilization services while coordinating with ROAR Spartanburg and Upstate reentry partners. Survivor-focused shelter—not a general men's homeless intake.","Safe Harbor ofrece refugio de emergencia, vivienda transicional y defensa legal para sobrevivientes de violencia doméstica y sus hijos en los condados Greenville, Anderson, Pickens y Oconee. Sobrevivientes con antecedentes penales pueden acceder a refugio confidencial, consejería y estabilización de vivienda. Refugio enfocado en sobrevivientes, no admisión general para hombres sin hogar.",429 Green Avenue,Greenville,864-467-1177,,https://www.safeharborsc.com,Survivors of domestic violence in the Upstate service area; confidential services regardless of criminal record.,Sobrevivientes de violencia doméstica en el área de servicio del Upstate; servicios confidenciales sin importar antecedentes penales.,24/7 crisis line 864-467-1177; emergency shelter by referral; legal advocacy and counseling available.,Línea de crisis 24/7 864-467-1177; refugio de emergencia por referencia; defensa legal y consejería disponibles.,Crisis line 24/7; shelter access by referral,greenville|housing|domestic-violence|shelter|upstate|reentry,Emergency shelter|Transitional housing|Legal advocacy|Counseling|Housing stabilization,Greenville,Greenville|Anderson|Pickens|Oconee,multi
129,Salvation Army — Columbia Emergency Shelter,housing,Columbia / Richland County,"The Salvation Army of the Midlands operates emergency shelter, meals, and case management for unhoused men and women in Columbia including returning citizens exiting Richland County Detention Center or SCDC custody. Shelter staff connect guests to Oliver Gospel Mission, Transitions, SC Works Midlands, and Midlands employers for housing and employment stabilization. Faith-based shelter—not a benefits application office.","El Ejército de Salvación de Midlands opera refugio de emergencia, comidas y manejo de casos para hombres y mujeres sin hogar en Columbia, incluidos ciudadanos que regresan de la cárcel del condado Richland o custodia SCDC. El personal conecta a los huéspedes con Oliver Gospel Mission, Transitions, SC Works Midlands y empleadores de Midlands.",1221 Taylor Street,Columbia,803-765-0260,,https://www.salvationarmycarolinas.org/columbia/,Unhoused adults in the Columbia area; justice-involved individuals welcome for shelter and case management.,Adultos sin hogar en el área de Columbia; personas con antecedentes penales bienvenidas para refugio y manejo de casos.,Call 803-765-0260 for shelter availability; pairs with Oliver Gospel and New Directions Midlands.,Llame al 803-765-0260 para disponibilidad de refugio; se vincula con Oliver Gospel y New Directions Midlands.,Shelter intake hours vary; call ahead,columbia|housing|emergency-shelter|salvation-army|reentry,Emergency shelter|Meals|Case management|Clothing|Employment referrals,Richland,Richland|Lexington,multi
130,Family Promise of South Carolina — Midlands Affiliate,housing,Columbia / Midlands,"Family Promise of South Carolina affiliates in the Midlands provide emergency shelter for homeless families through a network of host congregations, case management, and rehousing assistance for parents returning from incarceration in Richland, Lexington, and Kershaw counties. Children remain with parents during shelter stays while staff coordinate DSS benefits, school enrollment, and SC Works employment services.","Los afiliados de Family Promise of South Carolina en Midlands ofrecen refugio de emergencia para familias sin hogar a través de una red de congregaciones anfitrionas, manejo de casos y asistencia de realojamiento para padres que regresan de la encarcelación en los condados Richland, Lexington y Kershaw.",1208 Main Street,Columbia,803-254-0111,,https://www.familypromisesc.org,Homeless families with children in Midlands affiliate service areas; justice-involved parents welcome.,Familias sin hogar con niños en áreas de servicio de afiliados de Midlands; padres con antecedentes penales bienvenidos.,Contact familypromisesc.org for affiliate intake; congregation-based shelter rotation; pairs with Palmetto Place.,Contacte familypromisesc.org para admisión de afiliados; rotación de refugio en congregaciones; se vincula con Palmetto Place.,Contact affiliate for intake schedule,columbia|housing|families|shelter|midlands|reentry,Emergency family shelter|Case management|Rehousing assistance|Benefits navigation|School enrollment help,Richland,Richland|Lexington|Kershaw,multi
131,Anderson Interfaith Ministries — AIM Shelter,housing,Anderson / Upstate,"Anderson Interfaith Ministries operates emergency shelter, a food pantry, and financial assistance for unhoused and low-income residents of Anderson County including returning citizens rebuilding stability after release from Anderson County Detention Center. Case managers connect guests to SC Works Anderson, AnMed behavioral health, and Upstate recovery housing partners.","Anderson Interfaith Ministries opera refugio de emergencia, despensa de alimentos y asistencia financiera para residentes sin hogar y de bajos ingresos del condado Anderson, incluidos ciudadanos que regresan que reconstruyen estabilidad después de la liberación de la cárcel del condado Anderson.",1202 South Murray Avenue,Anderson,864-226-2273,,https://aimcharity.org,Low-income and unhoused Anderson County residents; justice-involved individuals welcome for shelter and assistance programs.,Residentes del condado Anderson de bajos ingresos y sin hogar; personas con antecedentes penales bienvenidas para refugio y programas de asistencia.,Call 864-226-2273 for shelter and pantry hours; pairs with Miracle Hill Anderson and SC Works.,Llame al 864-226-2273 para horarios de refugio y despensa; se vincula con Miracle Hill Anderson y SC Works.,Contact for shelter and pantry hours,anderson|housing|emergency-shelter|food-pantry|upstate|reentry,Emergency shelter|Food pantry|Financial assistance|Case management|Employment referrals,Anderson,Anderson,single
132,Bethel Rescue Mission — Spartanburg,housing,Spartanburg / Upstate,"Bethel Rescue Mission provides emergency shelter, meals, recovery programming, and workforce preparation for unhoused men in Spartanburg County including justice-involved men recently released from Spartanburg County Detention Center or SCDC custody. Faith-based campus programs connect residents to ROAR Spartanburg, SC Works, and Miracle Hill recovery tracks.","Bethel Rescue Mission ofrece refugio de emergencia, comidas, programación de recuperación y preparación laboral para hombres sin hogar en el condado Spartanburg, incluidos hombres con antecedentes penales recién liberados de la cárcel del condado Spartanburg o custodia SCDC.",101 N. Forest Street,Spartanburg,864-582-7177,,https://bethelmissionspartanburg.org,Unhoused men in Spartanburg County; justice-involved men welcome per program policy.,Hombres sin hogar en el condado Spartanburg; hombres con antecedentes penales bienvenidos según política del programa.,Call 864-582-7177 before arriving; men's shelter; pairs with ROAR and SC Works Spartanburg.,Llame al 864-582-7177 antes de llegar; refugio para hombres; se vincula con ROAR y SC Works Spartanburg.,Shelter intake typically evening hours; call ahead,spartanburg|housing|emergency-shelter|men|recovery|reentry,Emergency shelter|Meals|Recovery programming|Workforce preparation|Case management,Spartanburg,Spartanburg,single
133,Crossroads Community Recovery — Myrtle Beach,housing,Myrtle Beach / Horry County,"Crossroads Community Recovery provides residential recovery housing and outpatient substance use treatment for adults in Horry County including justice-involved men and women referred from courts, probation, and local jails on the Grand Strand. Residents receive counseling, peer support, and employment navigation connecting to New Directions, SC Works Coastal, and Grand Strand employers.","Crossroads Community Recovery ofrece vivienda de recuperación residencial y tratamiento ambulatorio de uso de sustancias para adultos en el condado Horry, incluidos hombres y mujeres con antecedentes penales referidos por tribunales, probatoria y cárceles locales en el Grand Strand.",2150 Highway 501 East,Conway,843-365-8884,,https://crossroadsofmyrtlebeach.com,Adults with substance use disorders in Horry County; justice referrals accepted per program policy.,Adultos con trastornos por uso de sustancias en el condado Horry; referencias de justicia aceptadas según política del programa.,Call 843-365-8884 for admissions; residential and outpatient tracks; pairs with New Directions Horry.,Llame al 843-365-8884 para admisiones; programas residenciales y ambulatorios; se vincula con New Directions Horry.,Residential program 24/7; outpatient hours vary,myrtle-beach|horry|housing|recovery-residence|SUD|reentry,Residential recovery housing|Outpatient treatment|Peer support|Employment navigation|Counseling,Horry,Horry,single
134,Keystone Substance Abuse Services — Florence Residential,housing,Florence / Pee Dee,"Keystone Substance Abuse Services operates residential treatment and recovery housing for adults with substance use disorders in Florence and the Pee Dee region including justice-involved clients referred from SCDPPPS, drug courts, and local jails. Medicaid and state-funded beds support returning citizens completing treatment before transitioning to Hope Haven and Pee Dee employment partners.","Keystone Substance Abuse Services opera tratamiento residencial y vivienda de recuperación para adultos con trastornos por uso de sustancias en Florence y la región Pee Dee, incluidos clientes con antecedentes penales referidos por SCDPPPS, tribunales de drogas y cárceles locales.",1100 West Darlington Street,Florence,843-669-7310,,https://keystoneyfs.com,Adults with substance use disorders in the Pee Dee; justice referrals and Medicaid accepted per program policy.,Adultos con trastornos por uso de sustancias en Pee Dee; referencias de justicia y Medicaid aceptados según política del programa.,Call 843-669-7310 for admissions; pairs with Hope Haven and SCDPPPS Pee Dee region.,Llame al 843-669-7310 para admisiones; se vincula con Hope Haven y región Pee Dee de SCDPPPS.,Residential program 24/7; admissions during business hours,florence|housing|recovery-residence|SUD|pee-dee|reentry,Residential treatment|Recovery housing|Outpatient referrals|Medicaid-funded beds|Justice referral intake,Florence,Florence|Darlington|Dillon|Marion|Marlboro,multi
135,The Haven — Men's Transitional Shelter,housing,Rock Hill / York County,"The Haven Men's Shelter in Rock Hill provides structured transitional housing, meals, case management, employment assistance, and counseling for motivated men experiencing homelessness in York, Lancaster, and Chester counties, including returning citizens released from York County Detention Center. Applicants must be 18 or older, pass drug screening and a background check, and commit to full-time work. Direct shelter program—not a walk-in emergency drop-in center.","El refugio para hombres The Haven en Rock Hill ofrece vivienda transicional estructurada, comidas, manejo de casos, asistencia laboral y consejería para hombres motivados sin hogar en los condados York, Lancaster y Chester, incluidos ciudadanos que regresan liberados de la cárcel del condado York.",546 Z South Cherry Road,Rock Hill,803-328-1143,letsconnect@thehavenrh.org,https://thehavenrh.org,"Men age 18+ in York, Lancaster, or Chester counties willing to work full-time, pass drug screening and background check, and pursue sober stable housing.","Hombres de 18 años o más en los condados York, Lancaster o Chester dispuestos a trabajar tiempo completo, pasar prueba de drogas y verificación de antecedentes, y buscar vivienda estable y sobria.","Call 803-328-1143 for intake interview; pairs with Keystone Rock Hill, Catawba Mental Health, and SC Works York.","Llame al 803-328-1143 para entrevista de admisión; se vincula con Keystone Rock Hill, Catawba Mental Health y SC Works York.",Contact for intake hours,rock-hill|york|housing|transitional-shelter|men|reentry,Transitional shelter|Meals|Case management|Employment assistance|Counseling|Financial literacy training,York,York|Lancaster|Chester,multi
136,Orangeburg-Calhoun Community Action Agency — Housing & Emergency Assistance,housing,Orangeburg / I-95 Corridor,"The Orangeburg-Calhoun Community Action Agency coordinates homeless prevention, emergency shelter referrals, and housing navigation for low-income residents in Orangeburg, Calhoun, Bamberg, and Allendale counties including justice-involved adults returning from rural I-95 corridor jails. OCAB staff connect households to SC Works, DSS benefits, and regional shelter partners through the agency's community services network. Community action agency—not a 24-hour walk-in shelter.","Orangeburg-Calhoun Community Action Agency coordina prevención de falta de vivienda, referencias de refugio de emergencia y navegación de vivienda para residentes de bajos ingresos en los condados Orangeburg, Calhoun, Bamberg y Allendale, incluidos adultos con antecedentes penales que regresan de cárceles rurales del corredor I-95.",1820 Goff Avenue,Orangeburg,803-536-2271,,https://ocabcommunityaction.org,"Low-income residents of Orangeburg, Calhoun, Bamberg, and Allendale counties facing housing instability; justice-involved adults may qualify for emergency assistance.","Residentes de bajos ingresos de los condados Orangeburg, Calhoun, Bamberg y Allendale que enfrentan inestabilidad de vivienda; adultos con antecedentes penales pueden calificar para asistencia de emergencia.",Call 803-536-2271 for intake; LIHEAP and emergency assistance available; pairs with Orangeburg Area Mental Health and SC Works.,Llame al 803-536-2271 para admisión; LIHEAP y asistencia de emergencia disponibles; se vincula con Orangeburg Area Mental Health y SC Works.,Monday–Friday business hours,orangeburg|calhoun|housing|community-action|homeless-prevention|reentry,Homeless prevention|Emergency shelter referrals|Housing navigation|LIHEAP energy assistance|Emergency financial assistance,Orangeburg,Orangeburg|Calhoun|Bamberg|Allendale,multi
