id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
136,Community Action Partnership — Huntsville/Madison & Limestone Counties,financial-assistance,Huntsville / Madison and Limestone Counties,"Community Action Partnership Huntsville/Madison & Limestone Counties, Inc. administers the Low-Income Home Energy Assistance Program (LIHEAP), weatherization, and other Community Services Block Grant programs for qualifying households in Madison and Limestone counties, helping returning citizens and their families stabilize housing costs beyond what DHR benefits cover. Face-to-face and contactless appointments are both available. Energy and emergency assistance agency—not a food pantry or legal aid provider.","Community Action Partnership Huntsville/Madison & Limestone Counties, Inc. administra el Programa de Asistencia de Energía para Hogares de Bajos Ingresos (LIHEAP), climatización y otros programas de la Subvención en Bloque de Servicios Comunitarios para hogares elegibles en los condados Madison y Limestone, ayudando a ciudadanos que regresan y sus familias a estabilizar los costos de vivienda más allá de lo que cubren los beneficios de DHR. Están disponibles citas presenciales y sin contacto. Agencia de asistencia energética y de emergencia, no despensa de alimentos ni proveedor de asistencia legal.",3516 Stringfield Road NW,Huntsville,256-851-9800,,https://caa-htsval.org,"Low-income households in Madison and Limestone counties meeting LIHEAP income guidelines; priority for households with elderly, disabled, or young children.","Hogares de bajos ingresos en los condados Madison y Limestone que cumplan las pautas de ingresos de LIHEAP; prioridad para hogares con personas mayores, discapacitadas o niños pequeños.",Schedule a LIHEAP appointment through the automated line at 256-907-1550; documentation required at face-to-face appointments.,Programe una cita de LIHEAP a través de la línea automatizada al 256-907-1550; se requiere documentación en citas presenciales.,Monday–Friday business hours,huntsville|madison|limestone|financial-assistance|LIHEAP|community-action|reentry,LIHEAP energy assistance|Weatherization assistance|Community Services Block Grant programs|Appointment scheduling,Madison,Madison|Limestone,multi
137,Community Action Partnership of North Alabama,financial-assistance,Decatur / North Alabama,"Community Action Partnership of North Alabama, Inc. (CAPNA) administers LIHEAP energy assistance and other community services block grant programs for Morgan, Cullman, Lawrence, Marion, and Winston counties from its Decatur headquarters, giving justice-involved adults and low-income families help with utility bills beyond DHR's cash and food benefits. Energy and emergency assistance agency—not a housing placement or legal aid provider.","Community Action Partnership of North Alabama, Inc. (CAPNA) administra la asistencia energética LIHEAP y otros programas de la subvención en bloque de servicios comunitarios para los condados Morgan, Cullman, Lawrence, Marion y Winston desde su sede en Decatur, brindando a adultos con antecedentes penales y familias de bajos ingresos ayuda con facturas de servicios públicos más allá de los beneficios de efectivo y alimentos de DHR. Agencia de asistencia energética y de emergencia, no proveedor de colocación de vivienda o asistencia legal.",1909 Central Parkway SW,Decatur,256-355-7843,liheap@capna.org,https://capna.org,"Low-income households in Morgan, Cullman, Lawrence, Marion, or Winston counties meeting LIHEAP income guidelines.","Hogares de bajos ingresos en los condados Morgan, Cullman, Lawrence, Marion o Winston que cumplan las pautas de ingresos de LIHEAP.","County-specific automated appointment lines: Morgan 256-260-4050, Cullman 256-255-0454, Lawrence 256-522-0019, Marion/Winston 205-740-9933.","Líneas automatizadas de citas por condado: Morgan 256-260-4050, Cullman 256-255-0454, Lawrence 256-522-0019, Marion/Winston 205-740-9933.",Monday–Friday business hours,decatur|morgan|cullman|financial-assistance|LIHEAP|community-action|reentry,LIHEAP energy assistance|Weatherization assistance|Community Services Block Grant programs|County-specific appointment scheduling,Morgan,Morgan|Cullman|Lawrence|Marion|Winston,multi
138,"Mobile Community Action, Inc.",financial-assistance,Mobile / Washington County,"Mobile Community Action, Inc. administers LIHEAP energy assistance, weatherization, GED preparation, Head Start, and VITA free tax preparation for low-income households in Mobile and Washington counties, giving returning citizens access to utility help and tax credit filing support beyond DHR benefits. Community action agency programs—not emergency housing placement or legal representation.","Mobile Community Action, Inc. administra asistencia energética LIHEAP, climatización, preparación GED, Head Start y preparación de impuestos gratuita VITA para hogares de bajos ingresos en los condados Mobile y Washington, brindando a ciudadanos que regresan acceso a ayuda con servicios públicos y apoyo para declarar créditos fiscales más allá de los beneficios de DHR. Programas de agencia de acción comunitaria, no colocación de vivienda de emergencia ni representación legal.",461 Donald Street,Mobile,251-457-5700,,https://www.mcamobile.org,Low-income households in Mobile and Washington counties meeting LIHEAP and program-specific income guidelines.,Hogares de bajos ingresos en los condados Mobile y Washington que cumplan las pautas de ingresos de LIHEAP y específicas del programa.,LIHEAP call center 251-206-6117; agency also offers GED preparation and VITA tax assistance on-site.,Centro de llamadas de LIHEAP 251-206-6117; la agencia también ofrece preparación GED y asistencia de impuestos VITA en el lugar.,Monday–Friday business hours,mobile|washington|financial-assistance|LIHEAP|community-action|gulf-coast|reentry,LIHEAP energy assistance|Weatherization assistance program|GED preparation and testing|VITA free tax preparation|Head Start referrals,Mobile,Mobile|Washington,multi
139,Alabama Warm Line — Wings Across Alabama,peer-support,Statewide,"The Alabama Warm Line, operated by Wings Across Alabama, connects callers statewide to Certified Peer Specialists with lived experience in mental health challenges, substance use, homelessness, and incarceration for free, confidential, non-crisis conversations available around the clock. Warm Line Specialists listen without judgment and can help justice-involved callers process reentry stress and connect to further peer or clinical support. Non-crisis peer support line—for emergencies call or text 988.","La Línea de Apoyo de Alabama, operada por Wings Across Alabama, conecta a quienes llaman en todo el estado con Especialistas de Apoyo entre Pares certificados con experiencia vivida en desafíos de salud mental, uso de sustancias, falta de vivienda y encarcelamiento, para conversaciones gratuitas, confidenciales y sin crisis disponibles las 24 horas. Los Especialistas de la Línea de Apoyo escuchan sin juzgar y pueden ayudar a quienes llaman con antecedentes penales a procesar el estrés de la reinserción y conectarse con más apoyo entre pares o clínico. Línea de apoyo entre pares sin crisis; para emergencias llame o envíe texto al 988.",,Montgomery,1-844-999-4647,,https://wingsacrossal.org/talk-across-alabama/,Open to any Alabama resident seeking non-crisis peer support; no eligibility restrictions or referral required.,Abierto a cualquier residente de Alabama que busque apoyo entre pares sin crisis; sin restricciones de elegibilidad ni referencia requerida.,Call or dial 1-844-99-WINGS (1-844-999-4647); for a mental health or suicide crisis call or text 988 instead.,"Llame al 1-844-99-WINGS (1-844-999-4647); para una crisis de salud mental o suicidio, llame o envíe texto al 988.",Available 24/7,statewide|peer-support|warmline|recovery|mental-health|reentry,Peer recovery support|Non-crisis phone support|Resource navigation|Referrals to Certified Peer Specialists,Montgomery,,statewide
140,Alabama Department of Mental Health — Office of Peer Programs,peer-support,Statewide,"The Alabama Department of Mental Health's Office of Peer Programs certifies Peer Specialists and Recovery Support Specialists statewide and helps people with lived experience in mental illness, substance use recovery, or justice involvement connect with certified peer support in their community as they navigate reentry. The office trains and certifies peer workers rather than providing direct one-on-one peer support itself. State certification and coordination office—not a crisis line.","La Oficina de Programas entre Pares del Departamento de Salud Mental de Alabama certifica a Especialistas de Apoyo entre Pares y Especialistas de Apoyo en Recuperación en todo el estado y ayuda a personas con experiencia vivida en enfermedad mental, recuperación de uso de sustancias o antecedentes penales a conectarse con apoyo entre pares certificado en su comunidad mientras navegan la reinserción. La oficina capacita y certifica a trabajadores pares en lugar de brindar apoyo entre pares directo uno a uno. Oficina estatal de certificación y coordinación, no línea de crisis.",100 North Union Street,Montgomery,334-242-3456,,https://mh.alabama.gov/peer-programs/,Alabamians in recovery from mental illness or substance use disorder seeking peer support connections or Certified Peer Specialist training information.,Habitantes de Alabama en recuperación de enfermedad mental o trastorno por uso de sustancias que buscan conexiones de apoyo entre pares o información sobre capacitación de Especialista de Apoyo entre Pares certificado.,Toll-free 1-800-832-0952; certification requires a 40-hour training program and exam through ADMH.,Línea gratuita 1-800-832-0952; la certificación requiere un programa de capacitación de 40 horas y examen a través de ADMH.,Monday–Friday business hours,statewide|peer-support|ADMH|certification|recovery|reentry,Certified Peer Specialist training|Certified Recovery Support Specialist training|Peer support program referrals|Continuing education coordination,Montgomery,,statewide
141,VA Birmingham Health Care — Veteran Peer Support Program,peer-support,Birmingham / Statewide Referral,"The Birmingham VA Health Care System's Veteran Peer Support Program pairs veterans in recovery from mental health or substance use conditions—including justice-involved veterans—with trained peer specialists who share lived experience and model coping strategies during reentry. Referrals route through the Veterans Response Team, with contact from a peer specialist typically made within 24 to 48 hours. Clinical peer support program—not a crisis line or emergency service.","El Programa de Apoyo entre Pares para Veteranos del Sistema de Salud VA de Birmingham empareja a veteranos en recuperación de condiciones de salud mental o uso de sustancias —incluidos veteranos con antecedentes penales— con especialistas pares capacitados que comparten experiencia vivida y modelan estrategias de afrontamiento durante la reinserción. Las referencias se canalizan a través del Equipo de Respuesta para Veteranos, con contacto de un especialista par generalmente dentro de 24 a 48 horas. Programa clínico de apoyo entre pares, no línea de crisis ni servicio de emergencia.",700 South 19th Street,Birmingham,205-909-8876,,https://www.va.gov/birmingham-health-care/programs/veterans-response-team/,"Veterans enrolled in or eligible for Birmingham VA Health Care System services with a mental health or substance use history, including justice-involved veterans.","Veteranos inscritos o elegibles para servicios del Sistema de Salud VA de Birmingham con historial de salud mental o uso de sustancias, incluidos veteranos con antecedentes penales.",Referral line available Monday and Wednesday–Friday 8 a.m.–4:30 p.m.; leave a message Tuesday for next-day processing; for emergencies call or text 988 (press 1).,Línea de referencia disponible lunes y miércoles a viernes de 8 a.m. a 4:30 p.m.; deje un mensaje el martes para procesamiento al día siguiente; para emergencias llame o envíe texto al 988 (presione 1).,Referral line Monday and Wednesday–Friday 8:00 a.m.–4:30 p.m.,birmingham|veterans|peer-support|VJO|reentry,Veteran peer support matching|Recovery goal coaching|Veterans Justice Outreach coordination|Referral triage within 24-48 hours,Jefferson,Jefferson,single
142,Friendship Mission — Emergency Shelter & Reentry Housing,housing,Montgomery / Montgomery County,"Friendship Mission in Montgomery operates emergency shelter, transitional housing, and a long-term recovery residence for unhoused adults including returning citizens recently released from Montgomery County Jail or ADOC custody. Residents receive meals, case management, life-skills classes, and employment navigation with connections to Alabama Career Center Montgomery and MyDHR benefits enrollment. Direct shelter and housing services—not a statewide legal aid or benefits hotline.","Friendship Mission en Montgomery opera refugio de emergencia, vivienda transicional y una residencia de recuperación a largo plazo para adultos sin hogar incluidos ciudadanos que regresan recién liberados de la cárcel del condado Montgomery o custodia de ADOC. Los residentes reciben comidas, manejo de casos, clases de habilidades para la vida y navegación de empleo con conexiones a Alabama Career Center Montgomery e inscripción en beneficios MyDHR.",3400 McGehee Road,Montgomery,334-356-6414,,https://www.friendshipmission.org,Unhoused adults in the Montgomery area; justice-involved individuals welcome per program policy; men and women served in separate programs.,Adultos sin hogar en el área de Montgomery; personas con antecedentes penales bienvenidas según política del programa; hombres y mujeres atendidos en programas separados.,Call 334-356-6414 for intake; emergency shelter and recovery residence tracks have separate admission processes.,Llame al 334-356-6414 para admisión; las vías de refugio de emergencia y residencia de recuperación tienen procesos de admisión separados.,Office Monday–Friday business hours; shelters 24/7,montgomery|housing|emergency-shelter|transitional-housing|recovery|reentry,Emergency shelter|Transitional housing|Recovery residence|Case management|Employment navigation,Montgomery,Montgomery,single
143,Dothan Rescue Mission — Shelter & Recovery Housing,housing,Dothan / Houston County,"Dothan Rescue Mission provides emergency shelter, meals, and faith-based recovery housing for men and women in the Wiregrass region including justice-involved adults returning to Houston, Dale, and Henry counties after jail or prison. Residents work through structured recovery programming, vocational training, and case management while connecting to Southeast Alabama Works and local employers. Direct shelter provider—not a probation office or SNAP intake site.","Dothan Rescue Mission proporciona refugio de emergencia, comidas y vivienda de recuperación basada en la fe para hombres y mujeres en la región Wiregrass incluidos adultos con antecedentes penales que regresan a los condados Houston, Dale y Henry después de la cárcel o prisión. Los residentes avanzan por programación estructurada de recuperación, capacitación vocacional y manejo de casos.",301 West Main Street,Dothan,334-792-3691,,https://www.dothanrescuemission.org,Adults experiencing homelessness or seeking recovery housing in the Wiregrass; justice referrals accepted per program policy.,Adultos sin hogar o que buscan vivienda de recuperación en Wiregrass; referencias de justicia aceptadas según política.,Call 334-792-3691 for shelter availability; separate men's and women's programs; connects to Wiregrass 211 partners.,Llame al 334-792-3691 para disponibilidad de refugio; programas separados para hombres y mujeres.,Shelter 24/7; office Monday–Friday business hours,dothan|houston|housing|emergency-shelter|recovery|wiregrass|reentry,Emergency shelter|Recovery housing|Meals|Vocational training|Case management,Houston,Houston|Dale|Henry,multi
144,Florence Rescue Mission — Shelter & Discipleship Housing,housing,Florence / Lauderdale County,"Florence Rescue Mission serves unhoused men in the Shoals with emergency shelter, meals, addiction recovery programming, and a discipleship-based transitional housing track that accepts returning citizens rebuilding stability after Lauderdale County Jail or ADOC release. Staff connect residents to Northwest Shoals Alabama Career Center, Whatley Health, and Shoals legal aid partners. Men's shelter and recovery housing—not a women's program or statewide hotline.","Florence Rescue Mission sirve a hombres sin hogar en Shoals con refugio de emergencia, comidas, programación de recuperación de adicciones y una vía de vivienda transicional basada en discipulado que acepta ciudadanos que regresan tras la cárcel del condado Lauderdale o liberación de ADOC. El personal conecta a residentes con Northwest Shoals Alabama Career Center y Whatley Health.",648 South Cherry Street,Florence,256-764-5051,,https://www.florencerescuemission.com,Homeless men in the Shoals region; recovery and discipleship tracks require program commitment; justice-involved men accepted.,Hombres sin hogar en la región Shoals; las vías de recuperación requieren compromiso del programa; se aceptan hombres con antecedentes penales.,Call 256-764-5051 before arriving; nightly shelter intake typically begins early evening; recovery program has separate application.,Llame al 256-764-5051 antes de llegar; la admisión nocturna al refugio generalmente comienza al anochecer.,Shelter intake evenings; office Monday–Friday business hours,florence|lauderdale|housing|emergency-shelter|recovery|shoals|reentry,Emergency shelter|Recovery programming|Discipleship housing|Meals|Employment referrals,Lauderdale,Lauderdale|Colbert,multi
145,King's Home — Transitional Housing (Shelby & Jefferson),housing,Birmingham metro,"King's Home operates Christian transitional housing campuses in Chelsea and Birmingham for women and children fleeing homelessness, domestic violence, or instability—including mothers returning from incarceration who need a structured environment while rebuilding custody, employment, and permanent housing. Residents receive counseling, life-skills education, and case management with referrals to Jefferson County DHR and Alabama Career Center partners. Long-term transitional housing—not emergency walk-in shelter for single men.","King's Home opera campus de vivienda transicional cristiana en Chelsea y Birmingham para mujeres y niños que huyen de la falta de vivienda, violencia doméstica o inestabilidad—incluidas madres que regresan de la encarcelación que necesitan un entorno estructurado mientras reconstruyen custodia, empleo y vivienda permanente. Las residentes reciben consejería, educación en habilidades para la vida y manejo de casos.",1212 King Street,Chelsea,205-678-7211,,https://www.kingshome.com,Women and children in crisis including justice-involved mothers; admission through application and interview; separate programs by campus.,Mujeres y niños en crisis incluidas madres con antecedentes penales; admisión mediante solicitud y entrevista.,Call 205-678-7211 for Chelsea women's campus intake; Birmingham campus serves women and children; application required before placement.,Llame al 205-678-7211 para admisión al campus de mujeres en Chelsea; se requiere solicitud antes de la colocación.,Office Monday–Friday business hours; residential 24/7,chelsea|shelby|birmingham|housing|transitional-housing|women|families|reentry,Transitional housing|Counseling|Life-skills education|Case management|Family stability support,Shelby,Shelby|Jefferson|St. Clair,multi
146,Housing Authority of the Birmingham District — FSS Program,housing,Birmingham / Jefferson County,"The Housing Authority of the Birmingham District Family Self-Sufficiency (FSS) program pairs Section 8 and public housing residents—including returning citizens in HABD-assisted housing—with escrow savings accounts and case management to reach education, employment, and homeownership goals over five years. FSS coordinators connect participants to Alabama Career Center Birmingham, Legal Services Alabama, and Jefferson County reentry partners. Housing authority program—not a walk-in emergency shelter.","El programa de Autosuficiencia Familiar (FSS) de la Autoridad de Vivienda del Distrito de Birmingham empareja a residentes de Sección 8 y vivienda pública—incluidos ciudadanos que regresan en vivienda asistida por HABD—con cuentas de ahorro en depósito y manejo de casos para alcanzar metas educativas, laborales y de propiedad de vivienda en cinco años.",1826 3rd Avenue South,Birmingham,205-521-8401,,https://www.habd.org/fss,HABD Section 8 or public housing residents willing to commit to a five-year FSS contract; justice-involved residents may participate when housed through HABD.,Residentes de Sección 8 o vivienda pública de HABD dispuestos a comprometerse con un contrato FSS de cinco años; residentes con antecedentes penales pueden participar cuando están alojados a través de HABD.,Contact FSS coordinator at 205-521-8401; escrow account grows as earned income increases; pairs with HABD resident services.,Contacte al coordinador FSS al 205-521-8401; la cuenta de depósito crece a medida que aumentan los ingresos.,Monday–Friday business hours,birmingham|jefferson|housing|FSS|section-8|case-management|reentry,Family Self-Sufficiency escrow|Case management|Employment goal planning|Homeownership preparation|Benefits coordination,Jefferson,Jefferson,single
147,Housing First Inc. — Rapid Rehousing (Mobile),housing,Mobile / Mobile County,"Housing First Inc. is Mobile's lead rapid rehousing and homelessness prevention provider, helping literally homeless adults and families—including returning citizens with no safe discharge plan—move quickly into rental housing with short-term financial assistance and case management. The agency coordinates with Waterfront Rescue Mission, Mobile County DHR, and ABPP field staff on jail discharge planning. Rapid rehousing provider—not a nightly emergency shelter walk-in.","Housing First Inc. es el principal proveedor de realojamiento rápido y prevención de la falta de vivienda en Mobile, ayudando a adultos y familias literalmente sin hogar—incluidos ciudadanos que regresan sin un plan seguro de alta—a mudarse rápidamente a vivienda de alquiler con asistencia financiera a corto plazo y manejo de casos.",2551 Government Boulevard,Mobile,251-450-3345,,https://www.housingfirstinc.org,Literally homeless individuals and families in Mobile County per HUD definition; coordinated entry referral typically required; justice-involved adults eligible when homeless.,Individuos y familias literalmente sin hogar en el condado Mobile según definición de HUD; generalmente se requiere referencia de entrada coordinada.,Call 251-450-3345; coordinated entry through local homeless response system; pairs with Waterfront Rescue Mission shelter.,Llame al 251-450-3345; entrada coordinada a través del sistema local de respuesta a personas sin hogar.,Monday–Friday business hours,mobile|housing|rapid-rehousing|homelessness-prevention|coordinated-entry|reentry,Rapid rehousing|Rental assistance|Case management|Homelessness prevention|Landlord negotiation,Mobile,Mobile,single
148,The Way of the Cross — Transitional Housing (Huntsville),housing,Huntsville / Madison County,"The Way of the Cross in Huntsville provides faith-based transitional housing and recovery support for men leaving incarceration, addiction, or homelessness in Madison, Morgan, and Limestone counties. Residents live in a structured community while attending work therapy, life-skills classes, and employment readiness programming with referrals to Still Serving Veterans and North Alabama Career Center. Men's transitional program—not emergency cash or legal representation.","The Way of the Cross en Huntsville proporciona vivienda transicional basada en la fe y apoyo de recuperación para hombres que salen de la encarcelación, adicción o falta de vivienda en los condados Madison, Morgan y Limestone. Los residentes viven en una comunidad estructurada mientras asisten a terapia laboral, clases de habilidades para la vida y programación de preparación para el empleo.",2300 Holmes Avenue NW,Huntsville,256-539-1636,,https://www.wayofthecross.org,Adult men seeking recovery and transitional housing; justice-involved and parole referrals accepted per intake review.,Hombres adultos que buscan recuperación y vivienda transicional; referencias de justicia y libertad condicional aceptadas según revisión de admisión.,Call 256-539-1636 for intake interview; program includes work therapy component; connects to Madison County ABPP office.,Llame al 256-539-1636 para entrevista de admisión; el programa incluye componente de terapia laboral.,Residential 24/7; office Monday–Friday business hours,huntsville|madison|housing|transitional-housing|recovery|men|reentry,Transitional housing|Work therapy|Life-skills classes|Recovery support|Employment readiness,Madison,Madison|Morgan|Limestone,multi
149,Legal Services Alabama — Gadsden Regional Office,legal-aid,Gadsden / Etowah County,"Legal Services Alabama's Gadsden office provides free civil legal help to low-income residents of Etowah, Cherokee, DeKalb, Marshall, and St. Clair counties with housing, public benefits, family law, and criminal record relief including certificate of employability consultations for justice-involved clients. Attorneys and paralegals handle civil matters only—not criminal defense representation.","La oficina de Gadsden de Legal Services Alabama brinda ayuda legal civil gratuita a residentes de bajos ingresos de los condados Etowah, Cherokee, DeKalb, Marshall y St. Clair con vivienda, beneficios públicos, derecho familiar y alivio de antecedentes penales incluidas consultas de certificado de empleabilidad para clientes con antecedentes penales.",1031 Goodyear Avenue,Gadsden,256-546-0406,,https://www.alslegal.org,"Low-income residents of Etowah, Cherokee, DeKalb, Marshall, and St. Clair counties; LSC income limits apply; civil cases only.","Residentes de bajos ingresos de los condados Etowah, Cherokee, DeKalb, Marshall y St. Clair; aplican límites de ingresos LSC; solo casos civiles.",Call 256-546-0406 or statewide intake 866-456-4995; apply online at alslegal.org.,Llame al 256-546-0406 o admisión estatal 866-456-4995; solicite en alslegal.org.,Monday–Friday business hours,gadsden|etowah|legal-aid|expungement|low-income|northeast-alabama,Civil legal representation|Benefits advocacy|Housing legal help|Record relief consultation|Family law assistance,Etowah,Etowah|Cherokee|DeKalb|Marshall|St. Clair,multi
150,Legal Services Alabama — Selma Regional Office,legal-aid,Selma / Dallas County,"Legal Services Alabama's Selma office serves low-income residents of the Black Belt including Dallas, Perry, Marengo, Wilcox, and Sumter counties with civil legal aid for evictions, SNAP and Medicaid denials, family law, and reentry-related record relief. Justice-involved clients can seek help restoring driver's license eligibility and challenging wrongful benefits terminations after release. Civil legal aid office—not a probation reporting site.","La oficina de Selma de Legal Services Alabama sirve a residentes de bajos ingresos del Cinturón Negro incluidos los condados Dallas, Perry, Marengo, Wilcox y Sumter con asistencia legal civil para desalojos, denegaciones de SNAP y Medicaid, derecho familiar y alivio de antecedentes relacionado con la reinserción.",1104 Water Avenue,Selma,334-872-5751,,https://www.alslegal.org,"Low-income residents of Dallas, Perry, Marengo, Wilcox, and Sumter counties; LSC income guidelines; civil legal problems only.","Residentes de bajos ingresos de los condados Dallas, Perry, Marengo, Wilcox y Sumter; pautas de ingresos LSC; solo problemas legales civiles.",Call 334-872-5751 or statewide 866-456-4995; office also supports Black Belt reentry coalitions with legal education workshops.,Llame al 334-872-5751 o estatal 866-456-4995; la oficina también apoya coaliciones de reinserción del Cinturón Negro.,Monday–Friday business hours,selma|dallas|legal-aid|black-belt|benefits|reentry,Eviction defense|SNAP and Medicaid appeals|Record relief guidance|Family law help|Driver license restoration consultation,Dallas,Dallas|Perry|Marengo|Wilcox|Sumter,multi
151,Legal Services Alabama — Decatur Regional Office,legal-aid,Decatur / Morgan County,"Legal Services Alabama's Decatur office provides free civil legal services to low-income residents of Morgan, Lawrence, Limestone, and Cullman counties including justice-involved clients facing housing discrimination, benefits denials, and family law barriers during reentry in the Tennessee Valley. Staff assist with expungement information and certificate of employability petitions where eligible. Civil legal aid—not criminal defense.","La oficina de Decatur de Legal Services Alabama brinda servicios legales civiles gratuitos a residentes de bajos ingresos de los condados Morgan, Lawrence, Limestone y Cullman incluidos clientes con antecedentes penales que enfrentan discriminación en vivienda, denegaciones de beneficios y barreras de derecho familiar durante la reinserción en el Valle de Tennessee.",211 Oak Street NE,Decatur,256-353-7841,,https://www.alslegal.org,"Low-income residents of Morgan, Lawrence, Limestone, and Cullman counties; LSC income limits; civil matters only.","Residentes de bajos ingresos de los condados Morgan, Lawrence, Limestone y Cullman; límites de ingresos LSC; solo asuntos civiles.",Call 256-353-7841 or statewide intake 866-456-4995; pairs with North Alabama Career Center and WellStone behavioral health referrals.,Llame al 256-353-7841 o admisión estatal 866-456-4995; se vincula con North Alabama Career Center.,Monday–Friday business hours,decatur|morgan|legal-aid|tennessee-valley|expungement|reentry,Housing legal aid|Benefits appeals|Family law assistance|Record relief information|Employment barrier legal help,Morgan,Morgan|Lawrence|Limestone|Cullman,multi
152,Legal Services Alabama — Opelika Regional Office,legal-aid,Opelika / Lee County,"Legal Services Alabama's Opelika office serves low-income residents of Lee, Russell, Chambers, Macon, and Tallapoosa counties with civil legal help for housing, public benefits, consumer debt, and criminal record matters affecting employment after release from Lee County Jail or ADOC custody. Intake is available by phone and online application. Civil legal services only—not parole supervision.","La oficina de Opelika de Legal Services Alabama sirve a residentes de bajos ingresos de los condados Lee, Russell, Chambers, Macon y Tallapoosa con ayuda legal civil para vivienda, beneficios públicos, deuda de consumo y asuntos de antecedentes penales que afectan el empleo después de la liberación.",919 Avenue A,Opelika,334-749-8482,,https://www.alslegal.org,"Low-income residents of Lee, Russell, Chambers, Macon, and Tallapoosa counties; LSC income limits apply.","Residentes de bajos ingresos de los condados Lee, Russell, Chambers, Macon y Tallapoosa; aplican límites de ingresos LSC.",Call 334-749-8482 or apply at alslegal.org; East Alabama reentry partners include Lee County DHR and Opelika Career Center.,Llame al 334-749-8482 o solicite en alslegal.org; aliados de reinserción del Este de Alabama incluyen DHR del condado Lee.,Monday–Friday business hours,opelika|lee|legal-aid|east-alabama|benefits|reentry,Civil legal representation|Eviction defense|Benefits advocacy|Consumer debt help|Record relief consultation,Lee,Lee|Russell|Chambers|Macon|Tallapoosa,multi
153,Legal Services Alabama — Anniston Regional Office,legal-aid,Anniston / Calhoun County,"Legal Services Alabama's Anniston office provides free civil legal assistance to low-income residents of Calhoun, Cleburne, Randolph, Clay, and Talladega counties including returning citizens navigating eviction, custody, and benefits reinstatement after incarceration. Attorneys help eligible clients with record sealing information and driver's license restoration referrals. Civil legal aid office—not a substance use treatment provider.","La oficina de Anniston de Legal Services Alabama brinda asistencia legal civil gratuita a residentes de bajos ingresos de los condados Calhoun, Cleburne, Randolph, Clay y Talladega incluidos ciudadanos que regresan que navegan desalojo, custodia y restablecimiento de beneficios después de la encarcelación.",1700 Leighton Avenue,Anniston,256-237-8381,,https://www.alslegal.org,"Low-income residents of Calhoun, Cleburne, Randolph, Clay, and Talladega counties; civil legal problems only.","Residentes de bajos ingresos de los condados Calhoun, Cleburne, Randolph, Clay y Talladega; solo problemas legales civiles.",Call 256-237-8381 or statewide 866-456-4995; connects to East Central Mental Health and Calhoun County Career Center.,Llame al 256-237-8381 o estatal 866-456-4995; conecta con East Central Mental Health.,Monday–Friday business hours,anniston|calhoun|legal-aid|east-alabama|housing|reentry,Housing legal help|Benefits appeals|Family law assistance|Record sealing information|License restoration referrals,Calhoun,Calhoun|Cleburne|Randolph|Clay|Talladega,multi
154,Alabama Department of Public Health — Vital Records,state-agency,Statewide,"The Alabama Department of Public Health Center for Health Statistics issues certified birth, death, marriage, and divorce certificates needed for state ID, Medicaid, and employment applications after release from jail or prison. Returning citizens can order certificates online, by mail, or in person at county health departments with acceptable identification. Vital records office—not a driver license issuance site.","El Centro de Estadísticas de Salud del Departamento de Salud Pública de Alabama emite certificados certificados de nacimiento, defunción, matrimonio y divorcio necesarios para identificación estatal, Medicaid y solicitudes de empleo después de la liberación. Los ciudadanos que regresan pueden ordenar certificados en línea, por correo o en persona en departamentos de salud del condado.",201 Monroe Street,Montgomery,334-206-5418,,https://www.alabamapublichealth.gov/vitalrecords/,Individuals with legal right to request the record; acceptable ID required; fees apply per certified copy.,Personas con derecho legal a solicitar el registro; se requiere identificación aceptable; aplican tarifas por copia certificada.,Order online at vitalrecords.alabama.gov; county health departments also process walk-in requests; allow processing time in reentry planning.,Ordene en vitalrecords.alabama.gov; los departamentos de salud del condado también procesan solicitudes presenciales.,Monday–Friday business hours; online ordering 24/7,statewide|state-agency|vital-records|birth-certificate|id-documentation,Birth certificate orders|Death certificate orders|Marriage and divorce records|Online vital records requests,Montgomery,,statewide
155,Alabama Medicaid Agency — Member Services,state-agency,Statewide,"The Alabama Medicaid Agency administers Medicaid and ALL Kids health coverage for eligible low-income Alabamians, including returning citizens reestablishing healthcare after release when income and household rules are met. Member services help with enrollment, redetermination, and finding enrolled providers statewide. Health coverage agency—not a behavioral health crisis line or housing provider.","La Agencia de Medicaid de Alabama administra Medicaid y cobertura de salud ALL Kids para alabameños elegibles de bajos ingresos, incluidos ciudadanos que regresan que restablecen atención médica después de la liberación cuando se cumplen las reglas de ingresos y hogar. Los servicios para miembros ayudan con inscripción, redeterminación y búsqueda de proveedores inscritos en todo el estado.",501 Dexter Avenue,Montgomery,800-362-1504,,https://www.medicaid.alabama.gov,Alabama residents meeting Medicaid or ALL Kids income and categorical requirements; apply through MyDHR or county DHR office.,Residentes de Alabama que cumplan requisitos de ingresos y categoría de Medicaid o ALL Kids; solicite a través de MyDHR o la oficina DHR del condado.,Apply at mydhr.alabama.gov; member services 800-362-1504; provider directory at medicaid.alabama.gov.,Solicite en mydhr.alabama.gov; servicios para miembros 800-362-1504; directorio de proveedores en medicaid.alabama.gov.,Member services Monday–Friday business hours,statewide|state-agency|Medicaid|health-coverage|benefits|reentry,Medicaid enrollment help|ALL Kids coverage|Member services|Provider directory|Redetermination support,Montgomery,,statewide
